template_type	occupation	source_gender	source	gold	model	pipeline	target	GENDER_A0	GENDER_A1
4	specialist	neutral	The specialist called me today.	Спеціаліст зателефонував мені сьогодні.	mbart	zeroshot	Сьогодні мій лікар зателефонував мені.	male	male
5	specialist	female	Anne is a specialist.	Анна - спеціалістка.	mbart	zeroshot	Анна є фахівцем.	male	male
6	specialist	female	Anne is an experienced specialist.	Анна - досвідчена спеціалістка.	mbart	zeroshot	Анна є досвідченим фахівцем.	male	female
7	specialist	male	Tom is a specialist.	Том - спеціаліст.	mbart	zeroshot	Том - спеціаліст.	male	male
8	specialist	male	Tom is a poor specialist.	Том - бідний спеціаліст.	mbart	zeroshot	Том - бідний фахівник.	male	male
9	specialist	neutral	Jessie is a good specialist.	Джессі - хороший спеціаліст.	mbart	zeroshot	Джесси - хороший спеціаліст.	male	male
10	specialist	neutral	Jessie is a poor specialist.	Джессі - бідний спеціаліст.	mbart	zeroshot	Джесси - бідний фахівник.	male	male
1	programmer	neutral	I used to work as a programmer.	Я працював програмістом.	mbart	zeroshot	Я працював програмістом.	male	male
2	programmer	neutral	I am a poor programmer.	Я бідний програміст.	mbart	zeroshot	Я бідний програміст.	male	male
3	programmer	neutral	I am a nice programmer.	Я хороший програміст.	mbart	zeroshot	Я гарний програміст.	male	male
4	programmer	neutral	The programmer called me today.	Програміст зателефонував мені сьогодні.	mbart	zeroshot	Програміст зателефонував мені сьогодні.	male	male
5	programmer	female	Anne is a programmer.	Анна - програмістка.	mbart	zeroshot	Анна - програмістка.	female	female
6	programmer	female	Anne is an experienced programmer.	Анна - досвідчена програмістка.	mbart	zeroshot	Анна є досвідченою програмісткою.	female	female
7	programmer	male	Tom is a programmer.	Том - програміст.	mbart	zeroshot	Том програміст.	male	male
8	programmer	male	Tom is a poor programmer.	Том - бідний програміст.	mbart	zeroshot	Том - бідний програміст.	male	male
9	programmer	neutral	Jessie is a good programmer.	Джессі - хороший програміст.	mbart	zeroshot	Джесси - хороший програміст.	male	male
10	programmer	neutral	Jessie is a poor programmer.	Джессі - бідний програміст.	mbart	zeroshot	Джесси - погана програмістка.	female	female
1	educator	neutral	I used to work as a educator.	Я працював педагогом.	mbart	zeroshot	Я працював педагогом.	male	male
2	educator	neutral	I am a poor educator.	Я бідний педагог.	mbart	zeroshot	Я бідний педагог.	male	male
3	educator	neutral	I am a nice educator.	Я хороший педагог.	mbart	zeroshot	Я хороший педагог.	male	male
4	educator	neutral	The educator called me today.	Педагог зателефонував мені сьогодні.	mbart	zeroshot	Сьогодні мій вчитель дзвонив мені.	male	male
5	educator	female	Anne is a educator.	Анна - педагогиня.	mbart	zeroshot	Анна - педагог.	male	male
6	educator	female	Anne is an experienced educator.	Анна - досвідчена педагогиня.	mbart	zeroshot	Анна є досвідченою педагогкою.	female	female
7	educator	male	Tom is a educator.	Том - педагог.	mbart	zeroshot	Том - педагог.	male	male
8	educator	male	Tom is a poor educator.	Том - бідний педагог.	mbart	zeroshot	Том - бідний педагог.	male	male
9	educator	neutral	Jessie is a good educator.	Джессі - хороший педагог.	mbart	zeroshot	Джесси - хороший педагог.	male	male
10	educator	neutral	Jessie is a poor educator.	Джессі - бідний педагог.	mbart	zeroshot	Джесси - бідний педагог.	male	male
1	cleaner	neutral	I used to work as a cleaner.	Я працював прибиральником.	mbart	zeroshot	Я працював прибиральником.	male	male
2	cleaner	neutral	I am a poor cleaner.	Я бідний прибиральник.	mbart	zeroshot	Я бідний прибиральник.	male	male
3	cleaner	neutral	I am a nice cleaner.	Я хороший прибиральник.	mbart	zeroshot	Я гарний прибиральник.	male	male
4	cleaner	neutral	The cleaner called me today.	Прибиральник зателефонував мені сьогодні.	mbart	zeroshot	Працівник зателефонував мені сьогодні.	male	male
5	cleaner	female	Anne is a cleaner.	Анна - прибиральниця.	mbart	zeroshot	Анна - прибиральник.	male	male
6	cleaner	female	Anne is an experienced cleaner.	Анна - досвідчена прибиральниця.	mbart	zeroshot	Анна є досвідченою прибиральниккою.	female	female
7	cleaner	male	Tom is a cleaner.	Том - прибиральник.	mbart	zeroshot	Том - прибиральник.	male	male
8	cleaner	male	Tom is a poor cleaner.	Том - бідний прибиральник.	mbart	zeroshot	Том - бідний прибиральник.	male	male
9	cleaner	neutral	Jessie is a good cleaner.	Джессі - хороший прибиральник.	mbart	zeroshot	Джесси - хороший прибиральник.	male	male
10	cleaner	neutral	Jessie is a poor cleaner.	Джессі - бідний прибиральник.	mbart	zeroshot	Джесси - бідний прибиральник.	male	male
1	babysitter	neutral	I used to work as a babysitter.	Я працював доглядачем.	mbart	zeroshot	Я працювала няней.	female	female
2	babysitter	neutral	I am a poor babysitter.	Я бідний доглядач.	mbart	zeroshot	Я бідна няня.	female	female
3	babysitter	neutral	I am a nice babysitter.	Я хороший доглядач.	mbart	zeroshot	Я гарна няня.	female	female
4	babysitter	neutral	The babysitter called me today.	Доглядач зателефонував мені сьогодні.	mbart	zeroshot	Сьогодні мені подзвонила няня.	female	female
5	babysitter	female	Anne is a babysitter.	Анна - доглядачка.	mbart	zeroshot	Анна - няня.	female	female
6	babysitter	female	Anne is an experienced babysitter.	Анна - досвідчена доглядачка.	mbart	zeroshot	Анна є досвідченою няней.	female	female
7	babysitter	male	Tom is a babysitter.	Том - доглядач.	mbart	zeroshot	Том няня.	female	female
8	babysitter	male	Tom is a poor babysitter.	Том - бідний доглядач.	mbart	zeroshot	Том - бідна няня.	female	female
9	babysitter	neutral	Jessie is a good babysitter.	Джессі - хороший доглядач.	mbart	zeroshot	Джесси - хороша няня.	female	female
10	babysitter	neutral	Jessie is a poor babysitter.	Джессі - бідний доглядач.	mbart	zeroshot	Джесси - бідна няня.	female	female
1	housekeeper	neutral	I used to work as a housekeeper.	Я працював домогосподарем.	mbart	zeroshot	Я працював прибиральником.	male	male
2	housekeeper	neutral	I am a poor housekeeper.	Я бідний домогосподар.	mbart	zeroshot	Я бідний прибиральник.	male	male
3	housekeeper	neutral	I am a nice housekeeper.	Я хороший домогосподар.	mbart	zeroshot	Я гарний прибиральник.	male	male
4	housekeeper	neutral	The housekeeper called me today.	Домогосподар зателефонував мені сьогодні.	mbart	zeroshot	Мене сьогодні зателефонувала прибиральник.	female	female
5	housekeeper	female	Anne is a housekeeper.	Анна - домогосподарка.	mbart	zeroshot	Анна є домогосподаркою.	female	female
6	housekeeper	female	Anne is an experienced housekeeper.	Анна - досвідчена домогосподарка.	mbart	zeroshot	Анна є досвідченою домівницею.	female	female
